transaction_id,branch_id,product_id,product_name,category,price,quantity,total_amount,date,time
T000819,B003,P002,White Bread Loaf,Bakery,255.48,2,510.96,2024-11-04,10:36:43
T000820,B004,P024,Canned Fish 425g,Canned Goods,604.14,4,2416.56,2025-03-22,09:39:17
T000821,B004,P021,Coca-Cola 1.5L,Soft Drinks,358.72,4,1434.88,2024-11-30,09:54:09
T000822,B004,P025,Sausages 250g,Processed Meat,781.34,3,2344.02,2025-03-25,16:10:37
T000823,B005,P025,Sausages 250g,Processed Meat,714.69,2,1429.38,2024-12-14,11:50:44
T000824,B002,P013,Prima Pasta 500g,Pasta & Noodles,397.04,4,1588.16,2024-05-26,21:04:28
T000825,B002,P012,Nescafe Coffee 200g,Beverages,1497.52,2,2995.04,2025-04-30,14:53:39
T000826,B001,P010,Sugar 1kg,Staples,367.01,4,1468.04,2024-09-08,17:32:07
T000827,B003,P002,White Bread Loaf,Bakery,248.67,2,497.34,2024-08-22,08:19:14
T000828,B005,P008,Head & Shoulders Shampoo 400ml,Personal Care,1148.41,1,1148.41,2025-03-30,19:24:33
T000829,B004,P022,Munchee Biscuits 125g,Snacks,120.26,2,240.52,2025-02-25,13:15:54
T000830,B001,P010,Sugar 1kg,Staples,349.23,1,349.23,2025-04-05,17:47:34
T000831,B003,P013,Prima Pasta 500g,Pasta & Noodles,417.65,3,1252.95,2024-02-03,15:21:46
T000832,B005,P003,Fresh Milk 1L,Dairy,457.43,1,457.43,2024-01-31,16:03:06
T000833,B002,P010,Sugar 1kg,Staples,365.79,4,1463.16,2024-01-13,13:01:41
T000834,B001,P022,Munchee Biscuits 125g,Snacks,125.71,1,125.71,2024-01-26,11:16:19
T000835,B005,P016,Dhal 500g,Pulses,399.74,4,1598.96,2025-03-11,10:39:56
T000836,B001,P003,Fresh Milk 1L,Dairy,458.57,3,1375.71,2024-04-22,20:00:03
T000837,B003,P025,Sausages 250g,Processed Meat,733.01,1,733.01,2024-04-03,21:02:34
T000838,B004,P005,Local Apples 1kg,Fruits,611.77,4,2447.08,2024-10-16,21:29:11
T000839,B005,P003,Fresh Milk 1L,Dairy,434.71,1,434.71,2024-01-03,19:19:02
T000840,B001,P004,Chicken Meat 1kg,Meat,1258.15,2,2516.3,2024-07-12,20:00:54
T000841,B004,P024,Canned Fish 425g,Canned Goods,576.61,2,1153.22,2025-05-11,14:32:11
T000842,B004,P013,Prima Pasta 500g,Pasta & Noodles,415.87,3,1247.61,2025-02-15,17:45:02
T000843,B002,P003,Fresh Milk 1L,Dairy,466.33,3,1398.99,2024-02-14,09:39:03
T000844,B001,P002,White Bread Loaf,Bakery,239.55,3,718.65,2024-04-25,15:11:38
T000845,B001,P019,Koththu Mix,Ready Meals,485.31,2,970.62,2024-11-19,09:19:41
T000846,B005,P019,Koththu Mix,Ready Meals,493.91,1,493.91,2024-03-20,09:07:31
T000847,B004,P011,Dilmah Tea Bags 100ct,Beverages,728.24,1,728.24,2024-12-05,20:40:44
T000848,B002,P012,Nescafe Coffee 200g,Beverages,1468.23,5,7341.15,2024-02-01,10:48:47
T000849,B003,P007,Sunlight Soap Bar,Personal Care,150.83,3,452.49,2024-06-26,13:56:02
T000850,B005,P006,Tomatoes 1kg,Vegetables,288.12,2,576.24,2025-01-18,12:52:16
T000851,B001,P008,Head & Shoulders Shampoo 400ml,Personal Care,1148.15,4,4592.6,2024-03-01,11:41:10
T000852,B002,P011,Dilmah Tea Bags 100ct,Beverages,711.11,4,2844.44,2024-01-31,16:37:17
T000853,B003,P003,Fresh Milk 1L,Dairy,467.57,1,467.57,2024-11-06,21:20:48
T000854,B005,P024,Canned Fish 425g,Canned Goods,570.17,2,1140.34,2024-01-31,19:14:07
T000855,B003,P008,Head & Shoulders Shampoo 400ml,Personal Care,1203.89,1,1203.89,2024-12-02,17:48:45
T000856,B004,P013,Prima Pasta 500g,Pasta & Noodles,414.4,1,414.4,2024-03-30,15:42:41
T000857,B004,P005,Local Apples 1kg,Fruits,578.59,3,1735.77,2024-08-17,14:05:06
T000858,B002,P003,Fresh Milk 1L,Dairy,471.0,2,942.0,2024-02-13,09:03:27
T000859,B001,P009,Coconut Oil 1L,Cooking Oil,792.09,3,2376.27,2024-07-13,10:25:33
T000860,B005,P002,White Bread Loaf,Bakery,247.97,1,247.97,2025-01-24,18:22:02
T000861,B003,P002,White Bread Loaf,Bakery,248.52,5,1242.6,2025-03-25,17:22:12
T000862,B003,P004,Chicken Meat 1kg,Meat,1202.08,3,3606.24,2025-03-16,18:52:49
T000863,B003,P021,Coca-Cola 1.5L,Soft Drinks,366.69,1,366.69,2024-03-03,09:24:08
T000864,B001,P020,Curry Powder 100g,Spices,209.21,4,836.84,2024-10-26,15:54:31
T000865,B003,P004,Chicken Meat 1kg,Meat,1249.33,1,1249.33,2024-05-14,08:23:39
T000866,B002,P001,Keeri Samba Rice 5kg,Grains,1505.63,3,4516.89,2025-05-07,20:38:05
T000867,B002,P015,Thalapath Fish 1kg,Seafood,1750.98,1,1750.98,2025-03-15,19:03:20
T000868,B001,P017,Red Onions 500g,Vegetables,150.93,2,301.86,2025-04-29,13:36:48
T000869,B003,P015,Thalapath Fish 1kg,Seafood,1788.92,2,3577.84,2024-04-26,08:55:06
T000870,B005,P001,Keeri Samba Rice 5kg,Grains,1532.12,1,1532.12,2024-07-29,17:49:42
T000871,B003,P011,Dilmah Tea Bags 100ct,Beverages,695.99,2,1391.98,2025-03-12,18:11:11
T000872,B004,P017,Red Onions 500g,Vegetables,144.75,3,434.25,2024-05-10,10:04:03
T000873,B002,P024,Canned Fish 425g,Canned Goods,579.33,3,1737.99,2024-04-30,10:11:44
T000874,B004,P025,Sausages 250g,Processed Meat,744.25,4,2977.0,2024-06-16,10:21:26
T000875,B005,P022,Munchee Biscuits 125g,Snacks,123.49,4,493.96,2024-04-15,10:37:59
T000876,B003,P017,Red Onions 500g,Vegetables,153.49,6,920.94,2024-06-16,09:47:35
T000877,B005,P008,Head & Shoulders Shampoo 400ml,Personal Care,1223.16,2,2446.32,2025-02-20,17:01:21
T000878,B004,P009,Coconut Oil 1L,Cooking Oil,784.38,2,1568.76,2024-05-18,12:25:27
T000879,B004,P005,Local Apples 1kg,Fruits,573.8,5,2869.0,2025-04-01,17:29:17
T000880,B001,P019,Koththu Mix,Ready Meals,495.22,1,495.22,2024-07-01,19:43:20
T000881,B005,P010,Sugar 1kg,Staples,347.85,4,1391.4,2024-04-20,18:39:26
T000882,B005,P003,Fresh Milk 1L,Dairy,458.35,6,2750.1,2025-04-05,18:28:27
T000883,B005,P003,Fresh Milk 1L,Dairy,469.0,2,938.0,2025-05-03,16:28:59
T000884,B005,P014,Anchor Cheese 200g,Dairy,931.93,3,2795.79,2024-12-12,12:56:37
T000885,B001,P006,Tomatoes 1kg,Vegetables,303.22,1,303.22,2024-02-12,13:30:42
T000886,B001,P025,Sausages 250g,Processed Meat,745.11,1,745.11,2024-10-01,19:49:49
T000887,B004,P001,Keeri Samba Rice 5kg,Grains,1526.54,2,3053.08,2024-12-18,10:48:25
T000888,B005,P005,Local Apples 1kg,Fruits,619.05,2,1238.1,2025-04-24,16:31:47
T000889,B004,P007,Sunlight Soap Bar,Personal Care,142.7,4,570.8,2024-01-29,17:45:14
T000890,B002,P010,Sugar 1kg,Staples,363.11,1,363.11,2024-05-15,12:35:45
T000891,B005,P015,Thalapath Fish 1kg,Seafood,1729.16,2,3458.32,2024-04-26,12:30:08
T000892,B004,P016,Dhal 500g,Pulses,395.43,2,790.86,2024-06-15,11:22:22
T000893,B002,P006,Tomatoes 1kg,Vegetables,302.16,2,604.32,2025-03-14,12:55:05
T000894,B003,P012,Nescafe Coffee 200g,Beverages,1555.3,3,4665.9,2024-08-26,14:31:40
T000895,B002,P025,Sausages 250g,Processed Meat,736.44,4,2945.76,2024-08-12,15:46:37
T000896,B002,P025,Sausages 250g,Processed Meat,738.61,3,2215.83,2024-02-13,15:48:26
T000897,B005,P004,Chicken Meat 1kg,Meat,1259.48,3,3778.44,2024-07-17,20:41:14
T000898,B005,P005,Local Apples 1kg,Fruits,577.77,4,2311.08,2024-06-12,17:44:40
T000899,B004,P014,Anchor Cheese 200g,Dairy,899.64,3,2698.92,2025-04-29,17:09:18
T000900,B003,P002,White Bread Loaf,Bakery,237.67,1,237.67,2024-01-01,08:18:52
T000901,B002,P008,Head & Shoulders Shampoo 400ml,Personal Care,1198.61,10,11986.1,2024-06-19,08:07:03
T000902,B002,P019,Koththu Mix,Ready Meals,481.42,6,2888.52,2024-09-20,14:58:48
T000903,B001,P017,Red Onions 500g,Vegetables,150.8,3,452.4,2024-05-28,09:00:56
T000904,B004,P024,Canned Fish 425g,Canned Goods,597.13,2,1194.26,2024-07-27,15:55:19
T000905,B005,P008,Head & Shoulders Shampoo 400ml,Personal Care,1245.22,3,3735.66,2024-08-17,12:11:38
T000906,B004,P013,Prima Pasta 500g,Pasta & Noodles,396.05,1,396.05,2024-08-04,09:34:03
T000907,B003,P008,Head & Shoulders Shampoo 400ml,Personal Care,1231.9,6,7391.4,2024-07-26,11:41:51
T000908,B004,P014,Anchor Cheese 200g,Dairy,896.19,1,896.19,2024-03-09,08:41:55
T000909,B002,P006,Tomatoes 1kg,Vegetables,298.72,4,1194.88,2024-11-09,13:02:45
T000910,B001,P015,Thalapath Fish 1kg,Seafood,1733.12,1,1733.12,2025-04-17,21:37:06
T000911,B002,P025,Sausages 250g,Processed Meat,725.78,1,725.78,2024-03-05,08:06:33
T000912,B003,P025,Sausages 250g,Processed Meat,749.78,3,2249.34,2024-10-08,15:53:54
T000913,B005,P001,Keeri Samba Rice 5kg,Grains,1548.91,2,3097.82,2024-10-29,08:28:04
T000914,B005,P009,Coconut Oil 1L,Cooking Oil,788.47,1,788.47,2024-04-16,16:11:17
T000915,B004,P006,Tomatoes 1kg,Vegetables,302.52,4,1210.08,2024-06-19,13:40:26
T000916,B004,P023,Samaposha 200g,Breakfast Cereals,285.23,3,855.69,2024-04-15,12:40:05
T000917,B004,P010,Sugar 1kg,Staples,345.66,2,691.32,2025-01-07,21:51:26
T000918,B004,P013,Prima Pasta 500g,Pasta & Noodles,384.05,1,384.05,2024-07-12,21:07:40
T000919,B003,P016,Dhal 500g,Pulses,392.62,2,785.24,2024-02-12,18:07:30
T000920,B004,P018,Eggs (Brown) 6 pack,Dairy & Eggs,314.82,5,1574.1,2024-05-15,12:54:23
T000921,B001,P019,Koththu Mix,Ready Meals,519.36,2,1038.72,2024-06-23,20:23:14
T000922,B003,P007,Sunlight Soap Bar,Personal Care,154.45,2,308.9,2024-07-18,13:26:26
T000923,B002,P009,Coconut Oil 1L,Cooking Oil,763.27,4,3053.08,2024-03-03,12:56:45
T000924,B005,P021,Coca-Cola 1.5L,Soft Drinks,338.07,4,1352.28,2025-04-06,10:06:40
T000925,B004,P009,Coconut Oil 1L,Cooking Oil,836.49,6,5018.94,2024-04-29,13:52:25
T000926,B001,P005,Local Apples 1kg,Fruits,608.83,1,608.83,2024-01-04,15:32:12
T000927,B005,P003,Fresh Milk 1L,Dairy,448.25,4,1793.0,2024-10-25,19:55:37
T000928,B004,P014,Anchor Cheese 200g,Dairy,901.29,1,901.29,2024-01-31,18:23:05
T000929,B001,P023,Samaposha 200g,Breakfast Cereals,277.78,3,833.34,2024-09-20,20:56:36
T000930,B002,P007,Sunlight Soap Bar,Personal Care,145.89,6,875.34,2024-06-16,14:56:46
T000931,B003,P007,Sunlight Soap Bar,Personal Care,150.5,4,602.0,2024-01-18,13:29:55
T000932,B004,P014,Anchor Cheese 200g,Dairy,896.09,5,4480.45,2024-07-20,08:39:53
T000933,B002,P019,Koththu Mix,Ready Meals,484.35,2,968.7,2025-01-29,11:57:56
T000934,B001,P025,Sausages 250g,Processed Meat,749.23,1,749.23,2024-08-24,16:15:18
T000935,B002,P015,Thalapath Fish 1kg,Seafood,1710.96,3,5132.88,2024-08-16,15:26:37
T000936,B004,P011,Dilmah Tea Bags 100ct,Beverages,698.12,4,2792.48,2024-08-03,11:48:27
T000937,B001,P003,Fresh Milk 1L,Dairy,433.38,1,433.38,2024-06-21,08:43:23
T000938,B002,P018,Eggs (Brown) 6 pack,Dairy & Eggs,314.01,2,628.02,2024-10-18,12:21:15
T000939,B005,P020,Curry Powder 100g,Spices,195.33,3,585.99,2024-04-18,15:23:57
T000940,B002,P005,Local Apples 1kg,Fruits,583.32,4,2333.28,2024-05-31,20:02:14
T000941,B002,P025,Sausages 250g,Processed Meat,742.71,1,742.71,2025-01-21,15:10:32
T000942,B002,P016,Dhal 500g,Pulses,412.37,4,1649.48,2024-05-24,08:51:17
T000943,B003,P021,Coca-Cola 1.5L,Soft Drinks,339.96,1,339.96,2024-06-18,15:46:23
T000944,B004,P003,Fresh Milk 1L,Dairy,450.47,1,450.47,2024-11-26,16:28:24
T000945,B005,P015,Thalapath Fish 1kg,Seafood,1781.44,2,3562.88,2024-12-09,15:49:20
T000946,B004,P007,Sunlight Soap Bar,Personal Care,151.01,7,1057.07,2025-03-29,20:34:23
T000947,B005,P003,Fresh Milk 1L,Dairy,450.54,1,450.54,2025-03-23,17:19:28
T000948,B004,P017,Red Onions 500g,Vegetables,150.27,2,300.54,2024-08-08,20:04:32
T000949,B002,P017,Red Onions 500g,Vegetables,147.8,3,443.4,2024-12-23,15:57:06
T000950,B004,P012,Nescafe Coffee 200g,Beverages,1444.8,2,2889.6,2024-12-11,15:51:29
T000951,B002,P021,Coca-Cola 1.5L,Soft Drinks,341.44,5,1707.2,2025-03-23,10:50:31
T000952,B004,P013,Prima Pasta 500g,Pasta & Noodles,413.42,2,826.84,2024-02-29,19:47:53
T000953,B001,P017,Red Onions 500g,Vegetables,148.19,2,296.38,2025-05-09,19:42:07
T000954,B002,P011,Dilmah Tea Bags 100ct,Beverages,734.71,3,2204.13,2024-12-20,13:54:37
T000955,B004,P010,Sugar 1kg,Staples,333.73,4,1334.92,2024-10-09,17:22:01
T000956,B002,P001,Keeri Samba Rice 5kg,Grains,1474.99,4,5899.96,2024-02-20,09:21:10
T000957,B005,P010,Sugar 1kg,Staples,364.32,2,728.64,2024-04-04,09:10:05
T000958,B005,P008,Head & Shoulders Shampoo 400ml,Personal Care,1185.34,1,1185.34,2025-04-19,11:56:50
T000959,B003,P010,Sugar 1kg,Staples,363.78,3,1091.34,2024-11-14,21:05:25
T000960,B001,P007,Sunlight Soap Bar,Personal Care,152.05,1,152.05,2025-02-11,16:01:08
T000961,B002,P018,Eggs (Brown) 6 pack,Dairy & Eggs,310.16,3,930.48,2024-01-16,13:38:03
T000962,B003,P012,Nescafe Coffee 200g,Beverages,1509.46,6,9056.76,2025-05-17,21:40:46
T000963,B004,P001,Keeri Samba Rice 5kg,Grains,1547.29,1,1547.29,2024-10-19,09:11:23
T000964,B004,P020,Curry Powder 100g,Spices,198.63,3,595.89,2024-01-30,20:13:50
T000965,B003,P020,Curry Powder 100g,Spices,194.99,1,194.99,2024-05-01,08:34:47
T000966,B002,P019,Koththu Mix,Ready Meals,516.24,4,2064.96,2025-05-17,19:37:20
T000967,B002,P010,Sugar 1kg,Staples,361.44,3,1084.32,2024-05-04,17:52:50
T000968,B001,P009,Coconut Oil 1L,Cooking Oil,799.68,1,799.68,2024-11-13,21:48:31
T000969,B002,P007,Sunlight Soap Bar,Personal Care,149.97,2,299.94,2024-09-03,13:06:23
T000970,B003,P006,Tomatoes 1kg,Vegetables,309.89,4,1239.56,2025-01-24,08:12:17
T000971,B001,P002,White Bread Loaf,Bakery,256.85,4,1027.4,2024-11-13,08:28:53
T000972,B003,P008,Head & Shoulders Shampoo 400ml,Personal Care,1174.81,1,1174.81,2024-11-03,18:56:01
T000973,B001,P018,Eggs (Brown) 6 pack,Dairy & Eggs,297.61,1,297.61,2024-10-17,19:24:12
T000974,B005,P007,Sunlight Soap Bar,Personal Care,147.95,4,591.8,2024-07-09,10:16:46
T000975,B005,P005,Local Apples 1kg,Fruits,628.34,6,3770.04,2024-08-24,08:55:56
T000976,B004,P015,Thalapath Fish 1kg,Seafood,1738.2,2,3476.4,2024-04-21,17:34:44
T000977,B001,P024,Canned Fish 425g,Canned Goods,623.46,2,1246.92,2025-04-13,15:44:48
T000978,B001,P001,Keeri Samba Rice 5kg,Grains,1533.91,1,1533.91,2025-05-03,19:25:29
T000979,B003,P025,Sausages 250g,Processed Meat,748.35,1,748.35,2025-05-20,16:36:24
T000980,B003,P003,Fresh Milk 1L,Dairy,453.8,2,907.6,2025-04-13,08:06:57
T000981,B003,P012,Nescafe Coffee 200g,Beverages,1561.09,3,4683.27,2025-04-29,15:24:36
T000982,B004,P021,Coca-Cola 1.5L,Soft Drinks,356.09,2,712.18,2024-11-24,14:36:31
T000983,B002,P025,Sausages 250g,Processed Meat,714.87,1,714.87,2024-07-11,09:05:53
T000984,B004,P018,Eggs (Brown) 6 pack,Dairy & Eggs,289.23,2,578.46,2024-10-27,12:53:55
T000985,B003,P004,Chicken Meat 1kg,Meat,1141.48,3,3424.44,2024-03-15,20:19:57
T000986,B001,P011,Dilmah Tea Bags 100ct,Beverages,722.7,2,1445.4,2025-01-02,20:06:32
T000987,B004,P021,Coca-Cola 1.5L,Soft Drinks,355.51,3,1066.53,2024-03-07,09:27:22
T000988,B004,P004,Chicken Meat 1kg,Meat,1194.07,1,1194.07,2024-10-02,21:48:11
T000989,B003,P002,White Bread Loaf,Bakery,239.23,2,478.46,2025-03-25,18:45:28
T000990,B003,P017,Red Onions 500g,Vegetables,143.75,5,718.75,2025-02-11,14:26:58
T000991,B005,P003,Fresh Milk 1L,Dairy,448.37,3,1345.11,2024-08-16,08:59:00
T000992,B003,P021,Coca-Cola 1.5L,Soft Drinks,340.82,4,1363.28,2024-03-19,08:52:08
T000993,B005,P009,Coconut Oil 1L,Cooking Oil,805.94,1,805.94,2025-04-17,14:22:39
T000994,B005,P007,Sunlight Soap Bar,Personal Care,145.55,4,582.2,2024-06-21,14:49:56
T000995,B004,P005,Local Apples 1kg,Fruits,602.78,2,1205.56,2025-04-30,20:16:40
T000996,B004,P011,Dilmah Tea Bags 100ct,Beverages,703.5,3,2110.5,2025-05-21,12:58:18
T000997,B002,P011,Dilmah Tea Bags 100ct,Beverages,731.8,4,2927.2,2025-04-18,14:08:45
T000998,B004,P004,Chicken Meat 1kg,Meat,1167.02,2,2334.04,2024-11-22,09:00:49
T000999,B004,P013,Prima Pasta 500g,Pasta & Noodles,381.05,2,762.1,2025-01-27,12:32:22
T001000,B001,P004,Chicken Meat 1kg,Meat,1191.76,3,3575.28,2025-03-18,15:53:30
T001001,B004,P005,Local Apples 1kg,Fruits,602.98,3,1808.94,2025-05-18,16:20:20
T001002,B002,P006,Tomatoes 1kg,Vegetables,302.92,1,302.92,2024-03-18,08:31:05
T001003,B002,P018,Eggs (Brown) 6 pack,Dairy & Eggs,297.7,6,1786.2,2024-10-18,17:47:32
T001004,B001,P025,Sausages 250g,Processed Meat,783.18,1,783.18,2024-08-20,19:14:28
T001005,B002,P025,Sausages 250g,Processed Meat,723.88,1,723.88,2024-04-24,11:01:13
T001006,B005,P015,Thalapath Fish 1kg,Seafood,1855.87,9,16702.83,2025-04-24,12:56:39
T001007,B001,P025,Sausages 250g,Processed Meat,742.27,1,742.27,2024-08-30,15:25:03
T001008,B001,P019,Koththu Mix,Ready Meals,514.61,2,1029.22,2024-07-03,14:12:58
T001009,B001,P025,Sausages 250g,Processed Meat,714.37,1,714.37,2024-07-15,19:33:10
T001010,B002,P005,Local Apples 1kg,Fruits,616.77,1,616.77,2024-02-07,16:38:54
T001011,B003,P002,White Bread Loaf,Bakery,243.57,3,730.71,2025-05-28,19:10:00
T001012,B005,P023,Samaposha 200g,Breakfast Cereals,280.99,2,561.98,2024-03-19,10:36:52
T001013,B003,P018,Eggs (Brown) 6 pack,Dairy & Eggs,287.14,2,574.28,2024-11-12,20:49:03
T001014,B004,P019,Koththu Mix,Ready Meals,518.29,4,2073.16,2024-12-28,10:23:39
T001015,B005,P013,Prima Pasta 500g,Pasta & Noodles,417.42,3,1252.26,2024-01-08,10:00:52
T001016,B003,P008,Head & Shoulders Shampoo 400ml,Personal Care,1222.35,4,4889.4,2024-12-05,21:26:34
T001017,B001,P015,Thalapath Fish 1kg,Seafood,1731.34,3,5194.02,2024-11-18,14:08:32
T001018,B003,P002,White Bread Loaf,Bakery,257.57,1,257.57,2024-09-11,13:51:55
T001019,B002,P009,Coconut Oil 1L,Cooking Oil,839.52,1,839.52,2024-06-06,12:02:55
T001020,B002,P004,Chicken Meat 1kg,Meat,1209.59,5,6047.95,2025-05-31,17:15:49
T001021,B004,P009,Coconut Oil 1L,Cooking Oil,810.73,4,3242.92,2024-02-10,09:23:00
T001022,B003,P015,Thalapath Fish 1kg,Seafood,1759.97,2,3519.94,2024-01-29,14:23:40
T001023,B001,P013,Prima Pasta 500g,Pasta & Noodles,417.09,2,834.18,2024-02-03,15:36:03
T001024,B001,P001,Keeri Samba Rice 5kg,Grains,1525.77,2,3051.54,2024-07-21,14:26:23
T001025,B002,P016,Dhal 500g,Pulses,383.77,3,1151.31,2024-03-20,20:21:32
T001026,B002,P007,Sunlight Soap Bar,Personal Care,147.11,1,147.11,2024-04-30,19:41:33
T001027,B001,P017,Red Onions 500g,Vegetables,154.59,4,618.36,2024-06-24,15:35:44
T001028,B002,P001,Keeri Samba Rice 5kg,Grains,1568.5,1,1568.5,2024-05-15,08:46:00
T001029,B005,P025,Sausages 250g,Processed Meat,742.96,1,742.96,2024-05-15,18:55:39
T001030,B004,P025,Sausages 250g,Processed Meat,739.15,1,739.15,2025-04-06,11:46:07
T001031,B004,P003,Fresh Milk 1L,Dairy,448.95,3,1346.85,2024-04-06,08:58:42
T001032,B002,P005,Local Apples 1kg,Fruits,587.42,3,1762.26,2024-03-05,19:48:27
T001033,B002,P004,Chicken Meat 1kg,Meat,1228.47,4,4913.88,2024-07-12,16:02:16
T001034,B005,P003,Fresh Milk 1L,Dairy,436.7,2,873.4,2024-12-22,17:14:26
T001035,B003,P015,Thalapath Fish 1kg,Seafood,1885.08,4,7540.32,2024-07-02,14:51:15
T001036,B002,P021,Coca-Cola 1.5L,Soft Drinks,346.99,2,693.98,2024-11-15,11:43:49
T001037,B002,P014,Anchor Cheese 200g,Dairy,895.12,1,895.12,2024-03-31,12:51:16
T001038,B005,P010,Sugar 1kg,Staples,344.49,1,344.49,2025-03-13,12:43:33
T001039,B003,P023,Samaposha 200g,Breakfast Cereals,279.41,1,279.41,2025-03-03,14:26:27
T001040,B005,P023,Samaposha 200g,Breakfast Cereals,290.51,6,1743.06,2024-03-15,09:30:00
T001041,B005,P008,Head & Shoulders Shampoo 400ml,Personal Care,1191.35,1,1191.35,2025-05-30,09:28:04
T001042,B005,P016,Dhal 500g,Pulses,392.08,4,1568.32,2025-03-14,08:57:56
T001043,B005,P017,Red Onions 500g,Vegetables,151.09,3,453.27,2025-01-30,20:27:27
T001044,B001,P008,Head & Shoulders Shampoo 400ml,Personal Care,1181.52,2,2363.04,2025-01-30,11:06:48
T001045,B003,P013,Prima Pasta 500g,Pasta & Noodles,381.17,1,381.17,2024-12-27,09:27:45
T001046,B001,P017,Red Onions 500g,Vegetables,144.94,2,289.88,2024-01-23,13:52:16
T001047,B001,P014,Anchor Cheese 200g,Dairy,877.06,3,2631.18,2024-01-05,20:29:36
T001048,B002,P005,Local Apples 1kg,Fruits,612.21,3,1836.63,2025-04-18,12:32:30
T001049,B004,P003,Fresh Milk 1L,Dairy,431.78,3,1295.34,2024-01-04,20:13:40
T001050,B003,P011,Dilmah Tea Bags 100ct,Beverages,725.78,5,3628.9,2024-11-16,20:28:29
T001051,B004,P018,Eggs (Brown) 6 pack,Dairy & Eggs,307.05,2,614.1,2025-01-26,17:12:25
T001052,B001,P023,Samaposha 200g,Breakfast Cereals,291.05,6,1746.3,2024-12-10,11:20:38
T001053,B001,P020,Curry Powder 100g,Spices,192.82,3,578.46,2024-07-07,21:43:45
T001054,B001,P017,Red Onions 500g,Vegetables,143.85,3,431.55,2024-11-17,12:24:19
T001055,B003,P004,Chicken Meat 1kg,Meat,1141.06,1,1141.06,2025-05-05,10:10:34
T001056,B002,P009,Coconut Oil 1L,Cooking Oil,770.9,1,770.9,2024-03-16,10:48:31
T001057,B003,P011,Dilmah Tea Bags 100ct,Beverages,678.89,5,3394.45,2025-02-14,08:02:13
T001058,B003,P013,Prima Pasta 500g,Pasta & Noodles,386.34,1,386.34,2024-01-03,18:15:29
T001059,B002,P019,Koththu Mix,Ready Meals,511.67,3,1535.01,2025-05-15,11:13:03
T001060,B002,P013,Prima Pasta 500g,Pasta & Noodles,417.55,2,835.1,2025-02-05,08:23:35
T001061,B002,P007,Sunlight Soap Bar,Personal Care,145.98,3,437.94,2024-03-19,19:19:22
T001062,B003,P019,Koththu Mix,Ready Meals,490.65,4,1962.6,2024-10-31,10:50:45
T001063,B002,P006,Tomatoes 1kg,Vegetables,301.16,1,301.16,2024-02-21,08:12:17
T001064,B005,P024,Canned Fish 425g,Canned Goods,597.3,3,1791.9,2024-12-18,15:06:32
T001065,B003,P019,Koththu Mix,Ready Meals,524.15,1,524.15,2025-04-12,13:20:52
T001066,B001,P015,Thalapath Fish 1kg,Seafood,1846.38,3,5539.14,2025-05-31,20:27:29
T001067,B004,P002,White Bread Loaf,Bakery,261.31,2,522.62,2024-03-25,10:08:05
T001068,B001,P002,White Bread Loaf,Bakery,261.89,1,261.89,2024-05-12,16:11:35
T001069,B001,P023,Samaposha 200g,Breakfast Cereals,278.24,3,834.72,2024-09-02,20:57:27
T001070,B001,P023,Samaposha 200g,Breakfast Cereals,270.21,1,270.21,2025-05-31,10:53:57
T001071,B002,P002,White Bread Loaf,Bakery,261.92,4,1047.68,2025-04-28,17:14:35
T001072,B001,P002,White Bread Loaf,Bakery,259.01,2,518.02,2024-09-29,15:38:48
T001073,B002,P019,Koththu Mix,Ready Meals,518.76,1,518.76,2024-06-05,12:18:57
T001074,B001,P015,Thalapath Fish 1kg,Seafood,1851.25,4,7405.0,2024-12-18,19:54:51
T001075,B005,P015,Thalapath Fish 1kg,Seafood,1821.92,1,1821.92,2024-12-12,16:31:56
T001076,B002,P016,Dhal 500g,Pulses,390.54,2,781.08,2024-07-30,21:19:14
T001077,B005,P015,Thalapath Fish 1kg,Seafood,1873.31,1,1873.31,2025-04-27,12:31:59
T001078,B005,P010,Sugar 1kg,Staples,357.63,4,1430.52,2024-11-05,18:58:53
T001079,B004,P007,Sunlight Soap Bar,Personal Care,143.27,4,573.08,2025-02-03,15:41:12
T001080,B001,P008,Head & Shoulders Shampoo 400ml,Personal Care,1257.72,3,3773.16,2024-07-24,15:19:02
T001081,B004,P013,Prima Pasta 500g,Pasta & Noodles,381.46,1,381.46,2025-03-03,21:21:03
T001082,B005,P013,Prima Pasta 500g,Pasta & Noodles,387.02,1,387.02,2024-10-29,16:01:27
T001083,B003,P010,Sugar 1kg,Staples,362.28,2,724.56,2025-03-07,11:37:29
T001084,B003,P019,Koththu Mix,Ready Meals,518.91,1,518.91,2025-03-08,08:04:17
T001085,B004,P011,Dilmah Tea Bags 100ct,Beverages,684.76,1,684.76,2025-01-23,20:35:47
T001086,B003,P025,Sausages 250g,Processed Meat,717.02,4,2868.08,2024-03-29,15:58:30
T001087,B003,P017,Red Onions 500g,Vegetables,154.02,1,154.02,2024-03-02,15:56:41
T001088,B001,P002,White Bread Loaf,Bakery,261.19,4,1044.76,2025-01-27,17:22:17
T001089,B004,P008,Head & Shoulders Shampoo 400ml,Personal Care,1200.09,4,4800.36,2024-02-17,08:40:21
T001090,B005,P024,Canned Fish 425g,Canned Goods,584.39,3,1753.17,2025-01-19,19:37:24
T001091,B002,P010,Sugar 1kg,Staples,333.67,2,667.34,2025-05-21,08:10:38
